DSO,DSO504,C07-096,BLOOMINGFOODS,316 W 6TH STREET,Batch 1\DSO504\316 W 6TH STREET.pdf,OPEN FILE
DSO,DSO504,C02-079,,420 W 6TH STREET,Batch 1\DSO504\420 W 6TH STREET.pdf,OPEN FILE
DSO,DSO504,CU-9-98,"CFC, INC",421 W 6TH STREET,Batch 1\DSO504\421 W 6TH STREET.pdf,OPEN FILE
DSO,DSO504,V-20-98,FAIRVIEW UNITED METHODIST CHURCH,600 W 6TH STREET,Batch 1\DSO504\600 W 6TH STREET.pdf,OPEN FILE
DSO,DSO504,C08-127,APARTMENTS @ 7TH & WASHINGTON,118 E 7TH STREET,Batch 1\DSO504\118 E 7TH STREET.pdf,OPEN FILE
DSO,DSO504,C98-371,DUNIGAN DENTAL OFFICE,221 E 7TH STREET,Batch 1\DSO504\221 E 7TH STREET.pdf,OPEN FILE
DSO,DSO504,C03-354,,409 E 7TH STREET,Batch 1\DSO504\409 E 7TH STREET.pdf,OPEN FILE
DSO,DSO504,C09-182,SIGMA CHI,601 E 7TH STREET,Batch 1\DSO504\601 E 7TH STREET.pdf,OPEN FILE
DSO,DSO504,C09-020,MCDANIEL BUILDING,113 W 7TH STREET,Batch 1\DSO504\113 W 7TH STREET.pdf,OPEN FILE
DSO,DSO504,C98-294,"KELLEY, BELCHER, & BROWN LAW OFFICES",301 W 7TH STREET,Batch 1\DSO504\301 W 7TH STREET.pdf,OPEN FILE
DSO,DSO504,,JOHNSON'S,400 W 7TH STREET,Batch 1\DSO504\400 W 7TH STREET.pdf,OPEN FILE
DSO,DSO504,C08-346,,430 N WASHINGTON STREET & 209 E 8TH STREET,Batch 1\DSO504\430 N WASHINGTON STREET & 209 E 8TH STREET.pdf,OPEN FILE
DSO,DSO504,,DICK CLARK,2400 E 8TH STREET,Batch 1\DSO504\2400 E 8TH STREET.pdf,OPEN FILE
DSO,DSO504,C99-149,CFC COMMERCIAL OFFICE SPACE,320 W 8TH STREET,Batch 1\DSO504\320 W 8TH STREET.pdf,OPEN FILE
DSO,DSO504,C09-048,FAIRVIEW ELEMENTARY SCHOOL,627 W 8TH STREET,Batch 1\DSO504\627 W 8TH STREET.pdf,OPEN FILE
DSO,DSO504,C09-645,,922 W 8TH STREET,Batch 1\DSO504\922 W 8TH STREET.pdf,OPEN FILE
DSO,DSO504,C09-645,FAITH AKIN,922 W 8TH STREET,Batch 1\DSO504\922 W 8TH STREET_01.pdf,OPEN FILE
DSO,DSO504,C12-630,,1003 W 9TH STREET,Batch 1\DSO504\1003 W 9TH STREET.pdf,OPEN FILE
DSO,DSO504,C07-609,GOODMAN AUTO REPAIR,712 W 10TH STREET,Batch 1\DSO504\712 W 10TH STREET.pdf,OPEN FILE
DSO,DSO504,C07-609,GOODMAN AUTO REPAIR,712 W 10TH STREET,Batch 1\DSO504\712 W 10TH STREET_01.pdf,OPEN FILE
DSO,DSO504,,DAN NICHOLS BUILDERS INC,2650 FAIRVIEW PLACE SUITE D,Batch 1\DSO504\2650 FAIRVIEW PLACE SUITE D.pdf,OPEN FILE
DSO,DSO504,C98-626,CHRISTMAS TREE SALES,SOUTHWEST 10TH AND BYPASS,Batch 1\DSO504\SOUTHWEST 10TH AND BYPASS.pdf,OPEN FILE
DSO,DSO504,C99-836,,310 E 10TH STREET,Batch 1\DSO504\310 E 10TH STREET.pdf,OPEN FILE
DSO,DSO504,,GIAMBRONE APARTMENTS,203 E 10TH STREET,Batch 1\DSO504\203 E 10TH STREET.pdf,OPEN FILE
DSO,DSO504,C03-184|C03-185,,314 & 322 E 10TH STREET,Batch 1\DSO504\314 & 322 E 10TH STREET.pdf,OPEN FILE
DSO,DSO504,C99-031,YOGI'S GRILL & BAR,519 E 10TH STREET,Batch 1\DSO504\519 E 10TH STREET.pdf,OPEN FILE
DSO,DSO504,C99-051,PRITCHARD'S SERVICE CENTER,601 E 10TH STREET,Batch 1\DSO504\601 E 10TH STREET.pdf,OPEN FILE
DSO,DSO504,C98-038,JIMMY JOHN'S SANDWICH SHOP,1827 E 10TH STREET,Batch 1\DSO504\1827 E 10TH STREET.pdf,OPEN FILE
DSO,DSO504,C14-510,,2600 E 10TH STREET,Batch 1\DSO504\2600 E 10TH STREET.pdf,OPEN FILE
DSO,DSO504,,WOODBRIDGE APARTMENTS PHASE III,E 15TH STREET,Batch 1\DSO504\E 15TH STREET.pdf,OPEN FILE
DSO,DSO504,C16-601,CLUSTER TRUCK,2618 E 10TH STREET,Batch 1\DSO504\2618 E 10TH STREET.pdf,OPEN FILE
DSO,DSO504,C02-758,SCHOLAR'S QUAD,2700 E 10TH STREET,Batch 1\DSO504\2700 E 10TH STREET.pdf,OPEN FILE
DSO,DSO504,C99-753,ESPRESSO BAR,2532 E 10TH STREET,Batch 1\DSO504\2532 E 10TH STREET.pdf,OPEN FILE
DSO,DSO504,C11-018,OMEGA APARTMENTS,267 W 11TH STREET,Batch 1\DSO504\267 W 11TH STREET.pdf,OPEN FILE
DSO,DSO504,C99-400,STEPHENS OLDS HONDA,300 W 11TH STREET,Batch 1\DSO504\300 W 11TH STREET.pdf,OPEN FILE
DSO,DSO504,C13-067,"UPLAND BREWING COMPANY, INC",350 W 11TH STREET,Batch 1\DSO504\350 W 11TH STREET.pdf,OPEN FILE
DSO,DSO504,C15-506,UPLAND BREWING,350 W 11TH STREET,Batch 1\DSO504\350 W 11TH STREET_01.pdf,OPEN FILE
DSO,DSO504,C02-596|C02-597,THAT LITTLE CONSIGNMENT SHOP,504 W 11TH STREET,Batch 1\DSO504\504 W 11TH STREET.pdf,OPEN FILE
DSO,DSO504,CU-48-96,CHURCH OF CHRIST,915 W 11TH STREET,Batch 1\DSO504\915 W 11TH STREET.pdf,OPEN FILE
DSO,DSO504,C07-826,ELLIS DISTRIBUTORS,1407 W 11TH STREET,Batch 1\DSO504\1407 W 11TH STREET.pdf,OPEN FILE
DSO,DSO504,C12-152,PARK ON MORTON,300 W 11TH STREET,Batch 1\DSO504\300 W 11TH STREET_01.pdf,OPEN FILE
DSO,DSO505,C99-152,PROGRESSIVE MONTESSORI SCHOOL,607 E 12TH STREET,Batch 1\DSO505\607 E 12TH STREET.pdf,OPEN FILE
DSO,DSO505,C05-703,ELKINS APARTMENTS,108 E 14TH STREET,Batch 1\DSO505\108 E 14TH STREET.pdf,OPEN FILE
DSO,DSO505,C06-211,CVS,112 W 14TH STREET,Batch 1\DSO505\112 W 14TH STREET.pdf,OPEN FILE
DSO,DSO505,C98-498,MONROE COUNTY UNITED MINISTRIES DAY CARE,827 W 14TH STREET,Batch 1\DSO505\827 W 14TH STREET.pdf,OPEN FILE
DSO,DSO505,C12-025,ANDREW & SHEILA MANSON,325 W 15TH STREET,Batch 1\DSO505\325 W 15TH STREET.pdf,OPEN FILE
DSO,DSO505,C08-014,ELKINS APARTMENTS,500 EAST 15TH STREET,Batch 1\DSO505\500 EAST 15TH STREET.pdf,OPEN FILE
DSO,DSO505,C98-191,DECKARD SUBDIVISION,1306 W 5TH STREET,Batch 1\DSO505\1306 W 5TH STREET.pdf,OPEN FILE
DSO,DSO505,C04-476,WOOLERY PARCEL L,1355 W ADAMS HILL CIRCLE,Batch 1\DSO505\1355 W ADAMS HILL CIRCLE.pdf,OPEN FILE
DSO,DSO505,C13-019,,1000 W 15TH STREET,Batch 1\DSO505\1000 W 15TH STREET.pdf,OPEN FILE
DSO,DSO505,,CHERRY HILL CHRISTIAN CENTER,417 E 16TH STREET,Batch 1\DSO505\417 E 16TH STREET.pdf,OPEN FILE
DSO,DSO505,C09-683,CHERRY HILL MANOR,417 E 16TH STREET,Batch 1\DSO505\417 E 16TH STREET_01.pdf,OPEN FILE
DSO,DSO505,C98-684,,NE CORNER OF 17TH & WALNUT,Batch 1\DSO505\NE CORNER OF 17TH & WALNUT.pdf,OPEN FILE
DSO,DSO505,V-12-03,MATT STUEBE,302 E 17TH STREET,Batch 1\DSO505\302 E 17TH STREET.pdf,OPEN FILE
DSO,DSO505,,IU POLICE STATION,1469 E 17TH STREET,Batch 1\DSO505\1469 E 17TH STREET.pdf,OPEN FILE
DSO,DSO505,C03-771,RIB SHACK,505 W 17TH STREET,Batch 1\DSO505\505 W 17TH STREET.pdf,OPEN FILE
DSO,DSO505,C15-405,,505 W 17TH STREET,Batch 1\DSO505\505 W 17TH STREET_01.pdf,OPEN FILE
DSO,DSO505,C08-254,RIB SHACK,505 W 17TH STREET,Batch 1\DSO505\505 W 17TH STREET_02.pdf,OPEN FILE
DSO,DSO505,V-5-96,J & S LOCKSMITH,508 W 17TH STREET,Batch 1\DSO505\508 W 17TH STREET.pdf,OPEN FILE
DSO,DSO505,V-62-98,J & S LOCKSMITH,508 & 510 W 17TH STREET,Batch 1\DSO505\508 & 510 W 17TH STREET.pdf,OPEN FILE
DSO,DSO505,C05-550,PREP SCHOOL CHILD CARE,525 W 17TH STREET,Batch 1\DSO505\525 W 17TH STREET.pdf,OPEN FILE
DSO,DSO505,C99-032,WALTERS & ASSOCIATES INSURANCE,817 W 17TH STREET,Batch 1\DSO505\817 W 17TH STREET.pdf,OPEN FILE
DSO,DSO505,,NILE RIDGE APARTMENTS,980 W 17TH STREET,Batch 1\DSO505\980 W 17TH STREET.pdf,OPEN FILE
DSO,DSO505,,SOUTHEAST DEVELOPMENT LLC,980 W 17TH STREET,Batch 1\DSO505\980 W 17TH STREET_01.pdf,OPEN FILE
DSO,DSO505,SP-16-97,ARLINGTON PARK APARTMENTS,1700 W 17TH STREET,Batch 1\DSO505\1700 W 17TH STREET.pdf,OPEN FILE
DSO,DSO505,C03-818,ANDERSEN BUILDING,1750 W 17TH STREET,Batch 1\DSO505\1750 W 17TH STREET.pdf,OPEN FILE
DSO,DSO505,C06-739,DUNNHILL TOWNHOUSE UNITS,307 E 18TH STREET,Batch 1\DSO505\307 E 18TH STREET.pdf,OPEN FILE
DSO,DSO505,C04-630,MILLER COURTS LOT 16,113 E 19TH STREET,Batch 1\DSO505\113 E 19TH STREET.pdf,OPEN FILE
DSO,DSO505,C98-657,JOHN KING MULTIFAMILY RESIDENCE,305 E 19TH STREET,Batch 1\DSO505\305 E 19TH STREET.pdf,OPEN FILE
DSO,DSO505,,JOHN SEEBER,405-419 E 20TH STREET,Batch 1\DSO505\405-419 E 20TH STREET.pdf,OPEN FILE
DSO,DSO505,C07-023,,202-206 E 20TH STREET,Batch 1\DSO505\202-206 E 20TH STREET.pdf,OPEN FILE
DSO,DSO505,C08-458,ACADIA COURT CLUBHOUSE,3008 S ACADIA COURT,Batch 1\DSO505\3008 S ACADIA COURT.pdf,OPEN FILE
DSO,DSO505,C09-353,,1025 W ACUFF ROAD,Batch 1\DSO505\1025 W ACUFF ROAD.pdf,OPEN FILE
DSO,DSO505,C16-560,,141 N ADAMS STREET (FORMERLY 1301 W 6TH STREET),Batch 1\DSO505\141 N ADAMS STREET (FORMERLY 1301 W 6TH STREET).pdf,OPEN FILE
DSO,DSO505,C00-357|C00-358|C00-359,,225 S ADAMS STREET,Batch 1\DSO505\225 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C02-760,ADAMS VILLAGE PHASE II,2718 S ADAMS STREET,Batch 1\DSO505\2718 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C03-465,"ELLIS DISTRIBUTING, INC",301 N ADAMS STREET,Batch 1\DSO505\301 N ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C99-701,,302 S ADAMS STREET,Batch 1\DSO505\302 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C08-020,ADAMS STREET CHAPEL,804 S ADAMS STREET,Batch 1\DSO505\804 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C01-628,"BLEDSOE, TAPP AND RIGGERT, INC",1351 WEST TAPP ROAD,Batch 1\DSO505\1351 WEST TAPP ROAD.pdf,OPEN FILE
DSO,DSO505,C07-704,MILLENNIUM AMENITY CENTER,1051 S ADAMS STREET,Batch 1\DSO505\1051 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C04-494,ADAMS GROVE,1201 S ADAMS STREET,Batch 1\DSO505\1201 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C04-131,MCCSC SUMMIT ELEMENTARY,2355 N ADAMS STREET,Batch 1\DSO505\2355 N ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C03-569,WOOLERY,2403 S ADAMS STREET,Batch 1\DSO505\2403 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C05-650,WOOLERY,2440S ADAMS STREET,Batch 1\DSO505\2440S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C07-679,ADAMS VILLAGE,2442 SOUTH ADAMS,Batch 1\DSO505\2442 SOUTH ADAMS.pdf,OPEN FILE
DSO,DSO505,C07-679,WOOLERY PARCWEL C,2442 S ADAMS STREET,Batch 1\DSO505\2442 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C01-628,ADAMS VILLAGE APARTMENTS,2602-2676 S ADAMS STREET,Batch 1\DSO505\2602-2676 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C11-652,CORNERSTONE CHRISTIAN CHURCH,2655 S ADAMS STREET,Batch 1\DSO505\2655 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C11-652,CORNERSTONE CHRISTIAN CHURCH,2655 S ADAMS STREET,Batch 1\DSO505\2655 S ADAMS STREET_01.pdf,OPEN FILE
DSO,DSO505,C08-245,MONROE HOUSE,2770 S  ADAMS STREET,Batch 1\DSO505\2770 S  ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C99-819,MONROE HOUSE,2770 S ADAMS STREET,Batch 1\DSO505\2770 S ADAMS STREET.pdf,OPEN FILE
DSO,DSO505,C08-493,,1250 W ADAMS CIRCLE,Batch 1\DSO505\1250 W ADAMS CIRCLE.pdf,OPEN FILE
DSO,DSO505,C97-149,AGAPE ENTERPRISES CONDOS,601 W ALLEN STREET,Batch 1\DSO505\601 W ALLEN STREET.pdf,OPEN FILE
DSO,DSO505,C12-646,MOTHER HUBBARDS CUPBOARD,1100 W ALLEN STREET,Batch 1\DSO505\1100 W ALLEN STREET.pdf,OPEN FILE
DSO,DSO505,C04-221,,1101 W ALLEN STREET,Batch 1\DSO505\1101 W ALLEN STREET.pdf,OPEN FILE
DSO,DSO505,C97-587,FIRE REBUILD,1100 W ALLEN STREET,Batch 1\DSO505\1100 W ALLEN STREET_01.pdf,OPEN FILE
DSO,DSO505,SP-01-99,DWELLINGS INC,1301 W ALLEN STREET,Batch 1\DSO505\1301 W ALLEN STREET.pdf,OPEN FILE
DSO,DSO505,C14-471,HILLTOP COURT PHASE II,1305 W ALLEN STREET,Batch 1\DSO505\1305 W ALLEN STREET.pdf,OPEN FILE
DSO,DSO505,,THE WILLOWS APARTMENTS,1375 W ALLEN STREET,Batch 1\DSO505\1375 W ALLEN STREET.pdf,OPEN FILE
DSO,DSO505,C97-003,WHITTINGTON COMMONS,1471-1486 W ALLEN STREET,Batch 1\DSO505\1471-1486 W ALLEN STREET.pdf,OPEN FILE
DSO,DSO505,C06-123,LANDMARK BUILDING #4,1340 W ARCH HAVEN AVE,Batch 1\DSO505\1340 W ARCH HAVEN AVE.pdf,OPEN FILE
DSO,DSO506,C08-022,ADAMS CROSSING LLC,525 SOUTH LANDMARK AVENUE,Batch 1\DSO506\525 SOUTH LANDMARK AVENUE.pdf,OPEN FILE
DSO,DSO506,C11-531,SURGICAL CENTER ADDITION,1380 WEST ARCH HAVEN AVENUE,Batch 1\DSO506\1380 WEST ARCH HAVEN AVENUE.pdf,OPEN FILE
DSO,DSO506,C98-331,ARLINGTON PARK APARTMENTS,1320 ARLINGTON PARK DRIVE,Batch 1\DSO506\1320 ARLINGTON PARK DRIVE.pdf,OPEN FILE
DSO,DSO506,C06-4671,SUMMER KITCHEN,3360 SOUTH ASPET BEND,Batch 1\DSO506\3360 SOUTH ASPET BEND.pdf,OPEN FILE
DSO,DSO506,V-83-84,,1503 E ATWATER AVE,Batch 1\DSO506\1503 E ATWATER AVE.pdf,OPEN FILE
DSO,DSO506,C07-776,CURRY COLLISION CENTER,845 SOUTH AUTO MALL ROAD,Batch 1\DSO506\845 SOUTH AUTO MALL ROAD.pdf,OPEN FILE
DSO,DSO506,C16-095,RESTORE,850 SOUTH AUTO MALL ROAD,Batch 1\DSO506\850 SOUTH AUTO MALL ROAD.pdf,OPEN FILE
DSO,DSO506,C05-494,GOODWILL STORE,850 SOUTH AUTO MALL ROAD,Batch 1\DSO506\850 SOUTH AUTO MALL ROAD_01.pdf,OPEN FILE
DSO,DSO506,C01-432,CANTERBURY APARTMENTS,500 S BASSWOOD DRIVE,Batch 1\DSO506\500 S BASSWOOD DRIVE.pdf,OPEN FILE
DSO,DSO506,C01-432|C01-414,CANTERBURY APARTMENTS,500 S BASSWOOD DRIVE,Batch 1\DSO506\500 S BASSWOOD DRIVE_01.pdf,OPEN FILE
DSO,DSO506,C06-744,BAYWOOD,501 W BAYWOOD DRIVE,Batch 1\DSO506\501 W BAYWOOD DRIVE.pdf,OPEN FILE
DSO,DSO506,C08-413,,1901 S BAYWOOD DRIVE,Batch 1\DSO506\1901 S BAYWOOD DRIVE.pdf,OPEN FILE
DSO,DSO506,C02-272,,725 BELL TRACE CIRCLE,Batch 1\DSO506\725 BELL TRACE CIRCLE.pdf,OPEN FILE
DSO,DSO506,,EAST 10TH STATE PROPERTY LLC,725 BELL TRACE CIRCLE,Batch 1\DSO506\725 BELL TRACE CIRCLE_01.pdf,OPEN FILE
DSO,DSO506,C99-408,BELL TRACE RETIREMENT COMMUNITY,800 BELL TRACE CIRCLE,Batch 1\DSO506\800 BELL TRACE CIRCLE.pdf,OPEN FILE
DSO,DSO506,C10-174,BELL TRACE,725 BELLE TRACE CIRCLEC,Batch 1\DSO506\725 BELLE TRACE CIRCLEC.pdf,OPEN FILE
DSO,DSO506,C05-243,BELL TRACE ADDITION,800 E BELL TRACE CIRCLE,Batch 1\DSO506\800 E BELL TRACE CIRCLE.pdf,OPEN FILE
DSO,DSO506,C01-629,,985 & 989 S BALDWIN DRIVE,Batch 1\DSO506\985 & 989 S BALDWIN DRIVE.pdf,OPEN FILE
DSO,DSO506,PUD-39-94,BARRINGTON PLACE CONDOMINIUMS,3701 BARRINGTON DRIVE,Batch 1\DSO506\3701 BARRINGTON DRIVE.pdf,OPEN FILE
DSO,DSO506,,BARRINGTON PLACE,3821 E 10TH STREET,Batch 1\DSO506\3821 E 10TH STREET.pdf,OPEN FILE
DSO,DSO506,C03-449,ASHTON PLACE BUILDING E,3870 E 10TH STREET,Batch 1\DSO506\3870 E 10TH STREET.pdf,OPEN FILE
DSO,DSO506,C04-417,FOREST RIDGE APARTMENTS,900 SOUTH BASSWOOD DRIVE,Batch 1\DSO506\900 SOUTH BASSWOOD DRIVE.pdf,OPEN FILE
DSO,DSO506,C08-080,FOREST RIDGE APARTMENTS PHASE III,900 SOUTH BASSWOOD DRIVE,Batch 1\DSO506\900 SOUTH BASSWOOD DRIVE_01.pdf,OPEN FILE
DSO,DSO506,C06-728,FOREST RIDGE PHASE II,910 S BASSWOOD DRIVE,Batch 1\DSO506\910 S BASSWOOD DRIVE.pdf,OPEN FILE
DSO,DSO506,C04-451,COPPER BEECH,915 S BASSWOOD DRIVE,Batch 1\DSO506\915 S BASSWOOD DRIVE.pdf,OPEN FILE
DSO,DSO506,C14-062,CANDLEWOOD SUITES HOTEL,900 BASSWOOD DRIVE,Batch 1\DSO506\900 BASSWOOD DRIVE.pdf,OPEN FILE
DSO,DSO506,C00-227,BAYBERRY WINSLOW FARM,"623, 625, 627 BAYBERRY COURT WEST","Batch 1\DSO506\623, 625, 627 BAYBERRY COURT WEST.pdf",OPEN FILE
DSO,DSO506,C11-428,ADAMS CROSSING II,1320 W BLOOMFIELD ROAD,Batch 1\DSO506\1320 W BLOOMFIELD ROAD.pdf,OPEN FILE
DSO,DSO506,C14-325,BUFFALO WILD WINGS,1350 WEST BLOOMFIELD ROAD,Batch 1\DSO506\1350 WEST BLOOMFIELD ROAD.pdf,OPEN FILE
DSO,DSO506,C04-404,BUFFALO WILD WINGS,1350 WEST BLOOMFIELD ROAD,Batch 1\DSO506\1350 WEST BLOOMFIELD ROAD_01.pdf,OPEN FILE
DSO,DSO506,C97-259,,1355 W 2ND STREET,Batch 1\DSO506\1355 W 2ND STREET.pdf,OPEN FILE
DSO,DSO506,C96-110,PLASTIC SURGERY ASSOCIATES OF SOUTHERN INDIANA,1455 W BLOOMFIELD ROADC,Batch 1\DSO506\1455 W BLOOMFIELD ROADC.pdf,OPEN FILE
DSO,DSO506,C13-350,BWSCD,1499 W 2ND STREET,Batch 1\DSO506\1499 W 2ND STREET.pdf,OPEN FILE
DSO,DSO506,C01-326,C&S OIL,1560 W BLOOMFIELD ROAD,Batch 1\DSO506\1560 W BLOOMFIELD ROAD.pdf,OPEN FILE
DSO,DSO506,C01-326,C&S OIL,1560 W BLOOMFIELD ROAD,Batch 1\DSO506\1560 W BLOOMFIELD ROAD_01.pdf,OPEN FILE
DSO,DSO506,,BLOOMINGTON SPORTS COMPLEX,1700 W BLOOMFIELD ROAD,Batch 1\DSO506\1700 W BLOOMFIELD ROAD.pdf,OPEN FILE
DSO,DSO506,C18-165,,3720 E BRIGHTON AVENUE,Batch 1\DSO506\3720 E BRIGHTON AVENUE.pdf,OPEN FILE
DSO,DSO506,C00-114,MONROE COUNTY BANK-COLLEGE MALL,2801 BUICK CADILLAC DRIVE,Batch 1\DSO506\2801 BUICK CADILLAC DRIVE.pdf,OPEN FILE
DSO,DSO506,C98-230,NATIONAL CAR RENTAL,2850 BUICK CADILLAC BOULEVARD,Batch 1\DSO506\2850 BUICK CADILLAC BOULEVARD.pdf,OPEN FILE
DSO,DSO506,C16-544,KITTLES,2849 E BUICK CADILLAC BOULEVARD,Batch 1\DSO506\2849 E BUICK CADILLAC BOULEVARD.pdf,OPEN FILE
DSO,DSO506,C08-079,AVALON SQUARE,2850 E BUICK CADILLAC BOULEVARD,Batch 1\DSO506\2850 E BUICK CADILLAC BOULEVARD.pdf,OPEN FILE
DSO,DSO506,C98-597,CURRY BUICK,2900 E CURRY BUICK BOULEVARD,Batch 1\DSO506\2900 E CURRY BUICK BOULEVARD.pdf,OPEN FILE
DSO,DSO506,C08-750,RENWICK APARTMENTS,2551 EAST CARGILL DRIVE,Batch 1\DSO506\2551 EAST CARGILL DRIVE.pdf,OPEN FILE
DSO,DSO506,,GELUGPA OF MAHAYANNA BUDDHIST MONASTERY,105 W CASCADES PARK DRIVE,Batch 1\DSO506\105 W CASCADES PARK DRIVE.pdf,OPEN FILE
DSO,DSO506,C00-517,INSIGHT OPTICAL,415 S CLARIZZ BOULEVARD,Batch 1\DSO506\415 S CLARIZZ BOULEVARD.pdf,OPEN FILE
DSO,DSO506,,CLARIZZ OFFICE PARK,500 S CLARIZZ BOULEVARD,Batch 1\DSO506\500 S CLARIZZ BOULEVARD.pdf,OPEN FILE
DSO,DSO506,C99-533,PEOPLE'S STATE BANK (EAST),525 S CLARIZZ BOULEVARD,Batch 1\DSO506\525 S CLARIZZ BOULEVARD.pdf,OPEN FILE
DSO,DSO506,,SOUTHERN INDIANA PEDIATRICS,651 S CLARIZZ BOULEVARD,Batch 1\DSO506\651 S CLARIZZ BOULEVARD.pdf,OPEN FILE
DSO,DSO507,C08-163,STRATUM AT LATIMER,800 S CLARIZZ BOULEVARD,Batch 1\DSO507\800 S CLARIZZ BOULEVARD.pdf,OPEN FILE
DSO,DSO507,C08-086,STRATUM AT LATIMER,800 BLOCK S CLARIZZ BOULEVARD,Batch 1\DSO507\800 BLOCK S CLARIZZ BOULEVARD.pdf,OPEN FILE
DSO,DSO507,C02-557,LATIMER FARM PHII (LOT 4),800 S CLARIZZ BOULEVARD,Batch 1\DSO507\800 S CLARIZZ BOULEVARD_01.pdf,OPEN FILE
DSO,DSO507,C05-169,EATON MEWS/COVENANTOR HILL,900 S CLARIZZ BOULEVARD,Batch 1\DSO507\900 S CLARIZZ BOULEVARD.pdf,OPEN FILE
DSO,DSO507,,LATIMER FARMS II,4901 E RIDGEWOOD DRIVE,Batch 1\DSO507\4901 E RIDGEWOOD DRIVE.pdf,OPEN FILE
DSO,DSO507,C02-557,THE GROVE AT LATIMER,936-940 S CLARIZZ BOULEVARD,Batch 1\DSO507\936-940 S CLARIZZ BOULEVARD.pdf,OPEN FILE
DSO,DSO507,C00-299,CLAYBRIDGE,3802 S CLAYBRIDGE DRIVE,Batch 1\DSO507\3802 S CLAYBRIDGE DRIVE.pdf,OPEN FILE
DSO,DSO507,C00-244,CLEAR CREEK ESTATES,511 W GORDON PIKE,Batch 1\DSO507\511 W GORDON PIKE.pdf,OPEN FILE
DSO,DSO507,C98-504,,1501 S CLIFTON AVENUE,Batch 1\DSO507\1501 S CLIFTON AVENUE.pdf,OPEN FILE
DSO,DSO507,C05-505,DAGOM GEDEN TENSUN LING,100 W CLUB HOUSE DRIVE,Batch 1\DSO507\100 W CLUB HOUSE DRIVE.pdf,OPEN FILE
DSO,DSO507,C05-047,HILTON GARDENS,245 N COLLEGE AVENUE,Batch 1\DSO507\245 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C12-398,SPRINGHILL SUITES BY MARRIOTT,501 N COLLEGE AVENUE,Batch 1\DSO507\501 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C03-087,"SMALLWOOD PLAZA, LLC",415 N COLLEGE AVENUE,Batch 1\DSO507\415 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C10-504,9 NORTH,508 N COLLEGE AVENUE,Batch 1\DSO507\508 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C14-037,,513 N COLLEGE AVENUE,Batch 1\DSO507\513 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C13-511,10 NORTH,500 N COLLEGE AVENUE,Batch 1\DSO507\500 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C04-311,10TH & COLLEGE,601 N COLLEGE AVENUE,Batch 1\DSO507\601 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C15-469,,631 N COLLEGE AVENUE,Batch 1\DSO507\631 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C15-231,,632 N COLLEGE AVENUE,Batch 1\DSO507\632 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C10-083,OMEGA PROPERTIES,639 & 645 N COLLEGE AVENUE,Batch 1\DSO507\639 & 645 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C03-453,1ST HEALTH CARE GROUP LLC,650 N COLLEGE AVENUE,Batch 1\DSO507\650 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C04-735,MARATHON,701 N COLLEGE AVENUE,Batch 1\DSO507\701 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C10-469,STATION 11,701 N COLLEGE AVENUE,Batch 1\DSO507\701 N COLLEGE AVENUE_01.pdf,OPEN FILE
DSO,DSO507,C03-853,LOFTS ON COLLEGE,702 N COLLEGE AVENUE,Batch 1\DSO507\702 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C12-592,NORTH COLLEGE APARTMENTS,706-710 NORTH COLLEGE AVENUE,Batch 1\DSO507\706-710 NORTH COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C98-290,BRINEGAR APARTMENTS,710 N COLLEGE AVENUE,Batch 1\DSO507\710 N COLLEGE AVENUE.pdf,OPEN FILE
DSO,DSO507,C98-443,FRED BRINEGAR APARTMENT,710 N COLLEGE AVENUE,Batch 1\DSO507\710 N COLLEGE AVENUE_01.pdf,OPEN FILE
